Accession,Strain_name,Year,Subtype,Host,Country,clade_global_phylogeny,general comments,tool_classification,"tool_mismatch (0=match, 999=noMatch)",clade_1A_MLsubset,match_1A_ML,clade_1B_MLsubset,match_1B_ML,clade_1C_MLsubset,match_1C_ML,clade_1A_MBsubset,match_1A_MB,clade_1B_MBsubset,match_1B_MB,clade_1C_MBsubset,match_1C_MB
AM503897,A/swine/Cotes_dArmor/98574/2001,2001,H1N1,Swine,France,1B.1.1,,1B.1.1,0,,,1B.1.1,match,,,,,1B.1.1,match,,
AM503898,A/swine/Cotes_dArmor/50388/2000,2000,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM503899,A/swine/Cotes_dArmor/43394/2002,2002,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM503900,A/swine/Ile_et_Vilaine/76462/2004,2004,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM503901,A/swine/Cotes_dArmor/0123/2006,2006,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM503902,A/swine/Cotes_dArmor/0113/2006,2006,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM503903,A/swine/Cotes_dArmor/0041/2007,2007,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM777809,A/swine/Cotes_dArmor/0075/2007,2007,H1N1,Swine,France,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
AM777810,A/swine/Cotes_dArmor/016007/2005,2005,H1N1,Swine,France,1B.1.1,,1B.1.1,0,,,1B.1.1,match,,,,,1B.1.1,match,,
AM777811,A/swine/Cotes_dArmor/0314/2006,2006,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM777812,A/swine/Cotes_dArmor/0214/2006,2006,H1N2,Swine,France,1B.1.1,,1B.1.1,0,,,1B.1.1,match,,,,,1B.1.1,match,,
AM777813,A/swine/Morbihan/0028/2007,2007,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM777814,A/swine/Cotes_dArmor/0111/2007,2007,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM777815,A/swine/Cotes_dArmor/0125/2007,2007,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM778088,A/swine/Loire_Atlantique/0261/2006,2006,H1N1,Swine,France,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
AM778089,A/swine/Cotes_dArmor/0223/2006,2006,H1N1,Swine,France,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
AM778090,A/swine/Cotes_dArmor/002007/2006,2006,H1N1,Swine,France,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
AM920728,A/swine/Germany/Vi5698/1995,1995,H1N1,Swine,Germany,1C.1,,1C.1,0,,,,,1C.1,match,,,,,1C.1,match
AM920737,A/swine/Germany/SEk1178/2000,2000,H1N2,Swine,Germany,1C.2.2,,1C.2.2,0,,,,,1C.2.2,match,,,,,1C.2.2,match
AM921777,A/swine/Finistere/0194/2006,2006,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
AM921778,A/swine/Cotes_dArmor/346932/2001,2001,H1N2,Swine,France,1B.1.1,,1B.1.1,0,,,1B.1.1,match,,,,,1B.1.1,match,,
AM921779,A/swine/Cotes_dArmor/48376/2002,2002,H1N2,Swine,France,1B.1.1,,1B.1.1,0,,,1B.1.1,match,,,,,1B.1.1,match,,
AY038014,A/Turkey/MO/24093/99,1999,H1N2,Turkey,USA,1A.3.3,swine-to-avian,1A.3.3,0,,,,,,,,,,,,
AY060030,A/SW/AR/12491/00,2000,H1N2,Swine,USA,1A.3.3,,1A.3.3,0,1A.3.3,match,,,,,,,,,,
AY060031,A/SW/MN/12883/00,2000,H1N2,Swine,USA,1A.3.3,,1A.3.3,0,1A.3.3,match,,,,,1A.3.3,match,,,,
AY060032,A/SW/MN/13130/00,2000,H1N2,Swine,USA,1A.3.3,,1A.3.3,0,,,,,,,,,,,,
AY060033,A/SW/KS/13481_T/00,2000,H1N2,Swine,USA,1A.3.3,,1A.3.3,0,1A.3.3,match,,,,,,,,,,
AY060034,A/SW/KS/13481_S/00,2000,H1N2,Swine,USA,1A.3.3,,1A.3.3,0,1A.3.3,match,,,,,1A.3.3,match,,,,
AY060035,A/SW/MN/16356/01,2001,H1N2,Swine,USA,1A.2,,1A.2,0,,,,,,,,,,,,
AY060036,A/SW/MN/3128/00,2000,H1N2,Swine,USA,1A.3,tool mismatch,1A.2-3-like,999,,,,,,,,,,,,
AY060037,A/SW/MN/3227/00,2000,H1N2,Swine,USA,1A.2,,1A.2,0,,,,,,,,,,,,
AY060038,A/SW/IN/14810_T/01,2001,H1N2,Swine,USA,1A.3.3,,1A.3.3,0,1A.3.3,match,,,,,,,,,,
AY060039,A/SW/IN/14810_S/01,2001,H1N2,Swine,USA,1A.3.3,,1A.3.3,0,,,,,,,,,,,,
AY060040,A/SW/NC/17366/01,2001,H1N2,Swine,USA,1A.3.2,tool mismatch,1A.3.2-3-like,999,,,,,,,,,,,,
AY060041,A/SW/NE/21147/01,2001,H1N2,Swine,USA,1A.1,,1A.1,0,1A.1,match,,,,,,,,,,
AY060042,A/SW/MN/22860_T/01,2001,H1N2,Swine,USA,1A.1,,1A.1,0,1A.1,match,,,,,,,,,,
AY060043,A/SW/MN/22860_S/01,2001,H1N2,Swine,USA,1A.1,,1A.1,0,1A.1,match,,,,,,,,,,
AY060044,A/SW/NE/18339/01,2001,H1N2,Swine,USA,1A.3.3,,1A.3.3,0,,,,,,,,,,,,
AY060045,A/SW/OH/7802/00,2000,H1N2,Swine,USA,1A.3.3,,1A.3.3,0,1A.3.3,match,,,,,,,,,,
AY060046,A/SW/CO/17871/01,2001,H1N2,Swine,USA,1A.2,,1A.2,0,,,,,,,,,,,,
AY060047,A/SW/MN/23124_T/01,2001,H1N2,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
AY060048,A/SW/MN/23124_S/01,2001,H1N2,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,1A.3.3.3,match,,,,
AY060049,A/SW/MO/1877/01,2001,H1N2,Swine,USA,1A.2,,1A.2,0,,,,,,,,,,,,
AY060050,A/SW/MN/16419/01,2001,H1N2,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
AY060051,A/SW/MN/34893/01,2001,H1N2,Swine,USA,1A.3,tool mismatch,1A.2-3-like,999,1A.3,match,,,,,1A.3,match,,,,
AY060052,A/SW/MN/17138/01,2001,H1N2,Swine,USA,1A.1,,1A.1,0,1A.1,match,,,,,,,,,,
AY129156,A/Swine/Korea/CY02/02,2002,H1N2,Swine,South_Korea,1A.2,,1A.2,0,,,,,,,,,,,,
AY180460,A/Quail/Nanchang/12_340/2000,2000,H1N1,Quail,China,Other-Human,human-to-avian,Other-Human,0,,,,,,,,,,,,
AY233393,A/Duck/NC/91347/01,2001,H1N2,Duck,USA,1A.2,,1A.2,0,,,,,,,,,,,,
AY282756,A/Memphis/14/96_M,1996,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
AY282757,A/Memphis/14/96_M1,1996,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
AY282759,A/Memphis/14/96_E1,1996,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
AY289927,A/Texas/36/91,1991,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
AY377929,A/swine/Taichung/200_8/2002,2002,H1N1,Pig,Taiwan,1A.1.1,,1A.1.1,0,1A.1.1,match,,,,,1A.1.1,match,,,,
AY377936,A/swine/Pingtung/92_2/2003,2003,H1N2,Swine,Taiwan,1A.1.1,,1A.1.1,0,,,,,,,,,,,,
AY590822,A/sw/Gent/108/01,2001,H1N2,Swine,Belgium,1B.1.2.1,,1B.1.2.1,0,,,1B.1.2.1,match,,,,,1B.1.2.1,match,,
AY590823,A/sw/Gent/7625/99,1999,H1N2,Swine,Belgium,1B.1.2.1,,1B.1.2.1,0,,,1B.1.2.1,match,,,,,1B.1.2.1,match,,
AY590824,A/sw/Belgium/1/98,1998,H1N1,Swine,Belgium,1C.2,,1C.2,0,,,,,1C.2,match,,,,,1C.2,match
AY619961,A/swine/Saskatchewan/18789/02,2002,H1N1,Swine,Canada,Other-Avian,avian-to-swine,Other-Avian,0,,,,,,,,,,,1C.1,match
AY633212,A/mallard/Alberta/211/1998,1998,H1N1,Mallard,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
AY852271,A/swine/Guangdong/711/2001,2001,H1N1,Swine,China,1A.1,,1A.1,0,1A.1,match,,,,,1A.1,match,,,,
CY001952,A/New_York/205/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY002616,A/New_York/208/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY002624,A/New_York/230/2003,2003,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY002632,A/New_York/231/2003,2003,H1N2,Human,USA,1B.2.2,,1B.2.2,0,,,human,match,,,,,human,match,,
CY002656,A/New_York/294/2003,2003,H1N2,Human,USA,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
CY002664,A/New_York/297/2003,2003,H1N2,Human,USA,1B.2.2,,1B.2.2,0,,,human,match,,,,,human,match,,
CY002704,A/New_York/348/2003,2003,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY002800,A/New_York/308/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY002984,A/New_York/221/2003,2003,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY002992,A/New_York/226/2003,2003,H1N2,Human,USA,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
CY003016,A/New_York/246/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY003024,A/New_York/341/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY003312,A/New_York/302/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY003328,A/New_York/346/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY003368,A/New_York/217/2002,2002,H1N2,Human,USA,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
CY003384,A/New_York/293/2003,2003,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY003472,A/New_York/443/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY003480,A/New_York/446/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY003672,A/New_York/482/2003,2003,H1N2,Human,USA,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
CY003696,A/New_York/489/2003,2003,H1N2,Human,USA,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
CY003769,A/New_York/417/2002,2002,H1N2,Human,USA,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
CY004466,A/mallard_duck/ALB/46/1977,1977,H1N1,Mallard,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY004474,A/pintail_duck/ALB/219/1977,1977,H1N1,Pintail,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY004482,A/pintail_duck/ALB/238/1979,1979,H1N1,Pintail,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY004490,A/mallard/Alberta/965/1979,1979,H1N1,Mallard,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY004504,A/mallard/Alberta/267/1996,1996,H1N1,Mallard,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY004507,A/mallard/ALB/201/1998,1998,H1N1,Mallard,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY004531,A/mallard_duck/ALB/322/1988,1988,H1N1,Mallard,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY004539,A/blue_winged_teal/Alberta/141/1992,1992,H1N1,Blue_Winged_Teal,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY004546,A/pintail_duck/Alberta/210/2002,2002,H1N1,Pintail,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY004592,A/mallard/Alberta/127/1977,1977,H1N1,Mallard,Canada,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY005866,A/pigeon/MN/1407/1981,1981,H1N1,Pigeon,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY006107,A/New_York/219/2003,2003,H1N2,Human,USA,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
CY006355,A/New_York/242/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY006675,A/New_York/494/2002,2002,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY006875,A/New_York/309/2001,2001,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY007467,A/Canterbury/106/2004,2004,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY008988,A/Denver/1/1957,1957,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY009196,A/Canterbury/36/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY009212,A/Canterbury/33/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY009228,A/Canterbury/34/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY009292,A/Hong_Kong/117/1977,1977,H1N1,Human,Hong_Kong,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY009324,A/Melbourne/1935,1935,H1N1,Human,Australia,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY009340,A/Malaysia/54,1954,H1N1,Human,Malaysia,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY009444,A/Puerto_Rico/8/1934,1934,H1N1,Human,Puerto_Rico,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY009532,A/Canterbury/37/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY009548,A/Canterbury/65/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY009596,A/Cam/46,1946,H1N1,Human,,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY009628,A/swine/1931,1931,H1N1,Swine,Unknown,1A.1,,1A.1,0,1A.1,match,,,,,1A.1,match,,,,
CY009756,A/Canterbury/23/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY009844,A/Canterbury/57/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY009876,A/Canterbury/16/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY009884,A/Canterbury/41/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY009892,A/Swine/Spain/50047/2003,2003,H1N1,Swine,Spain,1C.2.2,,1C.2.2,0,,,,,1C.2.2,match,,,,,1C.2.2,match
CY009916,A/swine/Tennessee/25/1977,1977,H1N1,Swine,USA,1A.1,,1A.1,0,1A.1,match,,,,,1A.1,match,,,,
CY009980,A/Canterbury/153/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010100,A/Canterbury/27/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY010116,A/Canterbury/58/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY010140,A/Canterbury/95/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010148,A/Canterbury/17/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010196,A/Canterbury/27/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010212,A/Canterbury/30/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY010260,A/Canterbury/48/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010308,A/Canterbury/119/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010340,A/Canterbury/144/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010348,A/Canterbury/155/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010372,A/USSR/90/1977,1977,H1N1,Human,Russia,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY010404,A/West_Coast/33/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY010412,A/Canterbury/51/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010420,A/Canterbury/63/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010452,A/Canterbury/70/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010532,A/New_York/621/1995,1995,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010540,A/New_York/627/1995,1995,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010572,A/swine/Spain/51915/2003,2003,H1N1,Swine,Spain,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
CY010580,A/swine/Spain/53207/2004,2004,H1N1,Swine,Spain,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
CY010772,A/Canterbury/22/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY010780,A/Canterbury/42/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY010820,A/New_York/638/1995,1995,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY010828,A/New_York/651/1995,1995,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY010836,A/New_York/653/1996,1996,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY010876,A/Memphis/11/1978,1978,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY010884,A/Memphis/13/1978,1978,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY010908,A/Memphis/7/1980,1980,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY010932,A/Memphis/7/1983,1983,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY010940,A/Memphis/8/1983,1983,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY010948,A/Memphis/12/1983,1983,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY010956,A/Memphis/15/1983,1983,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY010964,A/Memphis/16/1983,1983,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY011088,A/Canterbury/152/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY011168,A/Waikato/7/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY011184,A/Waikato/10/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY011216,A/Wellington/9/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY011224,A/Waikato/51/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY011232,A/Waikato/42/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY011280,A/New_York/649/1995,1995,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY011312,A/Memphis/13/1983,1983,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY011608,A/Wellington/32/2001,2001,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY011792,A/New_York/626/1996,1996,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY011952,A/Waikato/19/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY012440,A/Memphis/19/1983,1983,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY012608,A/Wellington/16/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY012800,A/mallard/Ohio/171/1990,1990,H1N1,Mallard,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY012824,A/mallard/Ohio/56/1999,1999,H1N1,Mallard,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY012864,A/New_York/642/1995,1995,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY012872,A/New_York/650/1995,1995,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY012888,A/Memphis/2/1983,1983,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY013279,A/New_York/643/1995,1995,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY013295,A/Memphis/14/1983,1983,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY013573,A/Otago/5/2005,2005,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY013829,A/Nanchang/16/1996,1996,H1N1,Human,China,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY013845,A/Nanchang/19/1996,1996,H1N1,Human,China,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY013871,A/New_York/616/1995,1995,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY014007,A/Wellington/11/2005,2005,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY014627,A/duck/Australia/749/1980,1980,H1N1,Duck,Australia,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY014733,A/duck/Minnesota/1375/1981,1981,H1N1,Duck,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY014901,A/mallard_duck/New_York/170/1982,1982,H1N2,Mallard,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY015167,A/murre/Alaska/175/1976,1976,H1N2,Murre,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY015443,A/black_duck/Ohio/95/1993,1993,H1N1,Black_Duck,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
CY015524,A/Memphis/6/1983,1983,H1N1,Human,USA,Other-Human,Human-Sw1B-like,Other-Human,0,,,,,,,,,,,,
CY015532,A/New_York/694/1995,1995,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY016052,A/Nanchang/21/1996,1996,H1N1,Human,China,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY016196,A/Wellington/14/2000,2000,H1N1,Human,New_Zealand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY016244,A/Nanchang/23/1996,1996,H1N1,Human,China,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY016252,A/Nanchang/25/1996,1996,H1N1,Human,China,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
CY016260,A/New_South_Wales/26/2000,2000,H1N1,Human,Australia,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY016324,A/Michigan/2/2003,2003,H1N2,Human,USA,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
